map_index,original_name,corrected_name,family,doubtful,identified_by_sight,spp,has_map,map
425,Dicrurus adsimilis,,Dicruridae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_114_2
426,Onycognathus morio,Onychognathus neumanni,Sturnidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_114_3
427,Lamprotornis splendidus,,Sturnidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_114_4
428,Lamprotornis purpureus,,Sturnidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_115_1
429,Lamprotornis chloropterus,,Sturnidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_115_2
430,Lamprotornis chalcurus,,Sturnidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_115_3
431,Lamprotornis chaiybaeus,,Sturnidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_115_4
432,Lamprotornis caudatus,,Sturnidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_116_1
433,Cinnyricinclus leucogaster,,Sturnidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_116_2
434,Spreo pulcher,Lamprotornis pulcher,Sturnidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_116_3
435,Creatophora cinerea,,Sturnidae,FALSE,TRUE,FALSE,TRUE,oiseaux_de_senegambie_Page_116_4
436,Buphagus africanus,,Buphagidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_116_5
437,Ptllostomus afer,,Corvidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_116_6
438,Corvus albus,,Corvidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_117_1
439,Corvus ruficollis,,Corvidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_117_2
440,Coracina pectoralis,,Campephagidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_117_3
441,Campephaga phoenicea,,Campephagidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_117_4
442,Pucnonotus barbatus,,Pycnonotidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_117_5
443,Andropadus gracilirostis,,Pycnonotidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_118_1
444,Andropadus virens,,Pycnonotidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_118_2
445,Andropadus latirostris,,Pycnonotidae,FALSE,TRUE,FALSE,TRUE,oiseaux_de_senegambie_Page_118_3
446,Chlorocichla flavicollis,,Pycnonotidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_118_4
447,Thescelocichia leucopleurus,,Pycnonotidae,FALSE,TRUE,FALSE,TRUE,oiseaux_de_senegambie_Page_118_5
448,Phyllastrephus scandens,,Pycnonotidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_118_6
449,Phyliastrephus albigularis,,Pycnonotidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_119_1
450,Bleda canicapilia,,Pycnonotidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_119_2
451,Criniger calurus,,Pycnonotidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_119_3
,Criniger olivaceus,,Pycnonotidae,TRUE,FALSE,FALSE,FALSE,
452,Nicator chloris,,Nicatoridae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_119_4
453,Saxicola rubetra,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_119_5
454,Saxicola torquata,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_120_1
455,Oenanthe oenanthe,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_120_2
456,Oenanthe hispanica,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_120_3
457,Oenanthe deserti,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_120_4
458,Oenanthe isabellina,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_121_1
459,Cercomela melanura,,Muscicapidae,FALSE,TRUE,FALSE,TRUE,oiseaux_de_senegambie_Page_121_2
460,Cercomela familiaris,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_121_3
461,Myrmecocichla aethiops,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_121_4
462,Myrmecocichla nigra,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_121_5
463,Myrmecocichla cinnamomeiventris,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_121_6
464,Myrmecocichla albifrons,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_122_1
465,Monticola saxatilis,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_122_2
466,Monticola solitaria,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_122_3
467,Phoenicurus phoenicurus,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_123_1
468,Cercotrichas podobe,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_123_2
469,Cercotrichas galactoles,,Muscicapidae,FALSE,FALSE,TRUE,TRUE,oiseaux_de_senegambie_Page_123_3
470,Alethe diademata,,Turdidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_123_4
471,Cossypha aibicapilla,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_123_5
472,Cossypha niveicapilia,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_124_1
473,Luscinia megarhynchos,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_124_2
474,Luscinia suecica,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_124_3
475,Turdus philomeios,,Turdidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_124_4
476,Turdus pelios,,Turdidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_124_5
477,Malacocicla fulvescens,Illadopsis fulvescens,Pellorneidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_125_1
478,Malacocicla rufescens,Illadopsis rufescens,Pellorneidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_125_2
479,Malacocincla puveli,illadopsis puveli,Pellorneidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_125_3
480,Phyllantnus atripennis,,Leiothrichidae,FALSE,TRUE,FALSE,TRUE,oiseaux_de_senegambie_Page_125_4
481,Turdoides plebejus,,Leiothrichidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_125_5
482,Turdoides reinwardii,,Leiothrichidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_125_6
483,Turdoides fulvus,,Leiothrichidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_126_1
484,Locustella luscinioides,,Locustellidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_126_2
485,Locustella naevia,,Locustellidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_126_3
486,Acrocephalus paludicola,,Acrocephalidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_126_4
487,Acrocephatus schoenobaenus,,Acrocephalidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_126_5
,Acrocephalus palustris,,Acrocephalidae,TRUE,TRUE,FALSE,FALSE,
488,Acrocephalus scirpaceus,,Acrocephalidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_127_1
489,Acrocephalus arundinaceus,,Acrocephalidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_127_2
490,Acrecephalus boeticatus,,Acrocephalidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_127_3
491,Acrocepnhalus rufescens,,Acrocephalidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_127_4
492,Sphenoeacus mentalis,Melocichla mentalis,Macrosphenidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_127_5
,Hippolais icterina,,Acrocephalidae,TRUE,TRUE,FALSE,FALSE,
493,Hippolais polygiotta,,Acrocephalidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_128_1
494,Hippolais pallida,Iduna opaca,Acrocephalidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_128_2
495,Sylvia hortensis,Curruca hortensis,Sylviidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_128_3
496,Sylvia borin,,Sylviidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_128_4
497,Sylvia atricapilla,,Sylviidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_128_5
498,Sylvia communis,,Sylviidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_129_1
499,Sylvia melanocephala,,Sylviidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_129_2
500,Sylvia cantillans,Curruca iberiae,Sylviidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_129_3
501,Sylvia conspicillata,,Sylviidae,FALSE,TRUE,FALSE,TRUE,oiseaux_de_senegambie_Page_129_4
502,Phylloscopus trochilus,,Phylloscopidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_129_5
503,Phylloscopus collybita,,Phylloscopidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_130_1
504,Phyloscopus bonelli,,Phylloscopidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_130_2
505,Phylloscopus sibilatrix,,Phylloscopidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_130_3
506,Cisticola erythrops,,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_130_4
507,Cisticola cantans,,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_130_5
508,Cisticola lateralis,,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_130_6
509,Cisticola galactotes,Cisticola marginatus,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_131_1
510,Cisticoia natalensis,,Cisticolidae,FALSE,TRUE,FALSE,TRUE,oiseaux_de_senegambie_Page_131_2
511,Cisticola ruficeps,Cisticola guinea,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_131_3
512,Cisticola brachyptera,,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_131_4
513,Cisticola rufa,,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_131_5
514,Cisticola juncidis,,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_131_6
515,Cisticola aridula,,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_132_1
516,Cisticola eximia,,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_132_2
517,Prinia clamans,Spiloptila clamans,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_132_3
518,Prinia erythroptera,,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_132_4
519,Prinia subfiava,,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_132_5
520,Apalis flavida,,Cisticolidae,FALSE,TRUE,FALSE,TRUE,oiseaux_de_senegambie_Page_132_6
521,Hypergerus atriceps,,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_133_1
,Bathmocercus cerviniventris,,Cisticolidae,TRUE,TRUE,FALSE,FALSE,
522,Camaroptera chloronota,,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_133_2
523,Camaroptera brachyura,,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_133_3
524,Eremomela icteropygialis,,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_133_4
525,Eremomeia pusilla,,Cisticolidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_133_5
526,Sylvietia virens,,Macrosphenidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_133_6
527,Sylvietta denti,,Macrosphenidae,FALSE,TRUE,FALSE,TRUE,oiseaux_de_senegambie_Page_134_1
528,Sylvietta brachyura,,Macrosphenidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_134_2
529,Hylia prasina,,Cettiidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_134_3
530,Muscicapa striata,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_134_4
531,Muscicapa aquatica,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_134_5
,Muscicapa cassini,,Muscicapidae,TRUE,TRUE,FALSE,FALSE,
,Artomyias ussheri,Bradornis ussheri,Muscicapidae,TRUE,TRUE,FALSE,FALSE,
532,Myioparus plumbeus,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_135_1
533,Ficedula hypoteuca,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_135_2
534,Fraseria cinerascens,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_135_3
535,Melaenornis edoligides,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_135_4
536,Bradornis pallidus,,Muscicapidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_135_5
537,Hyliota flavigaster,,Hyliotidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_136_1
538,Bias musicus,,Platysteiridae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_136_2
539,Batis senegalensis,,Platysteiridae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_136_3
540,Platysteira cyanea,,Platysteiridae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_136_4
541,Trochocercus longicauda,Elminia longicaudus,Stenostiridae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_136_5
542,Terpsiphone rufiventer,,Monarchidae,FALSE,FALSE,TRUE,TRUE,oiseaux_de_senegambie_Page_136_6
543,Terpsiphone viridis,,Monarchidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_137_1
544,Parus leucomelas,Parus guineensis,Paridae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_137_2
545,Remiz punctifrons,Anthoscopus punctifrons,Remizidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_137_3
546,Remiz parvulus,Anthoscopus parvulus,Remizidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_137_4
547,Salpornis spilonota,Salpornis salvadori,Certhiidae,FALSE,TRUE,FALSE,TRUE,oiseaux_de_senegambie_Page_137_5
548,Anihreptes gabonicus,,Nectariniidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_137_6
549,Anthreptes longuemarei,,Nectariniidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_138_1
550,Anthreptes collaris,,Nectariniidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_138_2
551,Anthreptes platura,,Nectariniidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_138_3
552,Nectarinia olivacea,Cyanomitra olivacea,Nectariniidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_138_4
553,Nectarinia verticalis,,Nectariniidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_138_5
554,Nectarinia senegdlensis,,Nectariniidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_138_6
555,Nectarinia venusta,,Nectariniidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_139_1
556,Nectarinia chloropygia,,Nectariniidae,FALSE,TRUE,FALSE,TRUE,oiseaux_de_senegambie_Page_139_2
557,Nectarinia cuprea,,Nectariniidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_139_3
558,Nectarinia coccinigaster,,Nectariniidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_139_4
559,Nectarinia pulchella,,Nectariniidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_139_5
560,Zosterops senegalensis,,Zosteropidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_139_6
561,Emberiza calandra,,Emberizidae,FALSE,TRUE,FALSE,TRUE,oiseaux_de_senegambie_Page_140_1
562,Emberiza hortulana,,Emberizidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_140_2
563,Emberiza flaviventris,Emberiza goslingi,Emberizidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_140_3
564,Emberiza forbesi,Emberiza affinis,Emberizidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_140_4
565,Emberiza tahapisi,,Emberizidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_140_5
566,Emberiza striolata,Emberiza sahari,Emberizidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_141_1
567,Serinus mozambicus,,Fringillidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_141_2
568,Serinus leucopygius,,Fringillidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_141_3
569,Acanthis cannabina,,Fringillidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_141_4
570,Ambiyospiza albifrons,,Ploceidae,FALSE,TRUE,FALSE,TRUE,oiseaux_de_senegambie_Page_141_5
571,Ploceus lutcolus,,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_141_6
,Ploceus pelzeini,,Ploceidae,TRUE,TRUE,FALSE,FALSE,
,Ploceus aurantius,,Ploceidae,TRUE,TRUE,FALSE,FALSE,
572,Ploceus velatus,Ploceus vitellinus,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_142_1
573,Ploceus heugiini,,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_142_2
574,Ploceus cucullatus,,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_142_3
575,Ploceus nigerrimus,Ploceus castaneofuscus,Ploceidae,FALSE,TRUE,FALSE,TRUE,oiseaux_de_senegambie_Page_142_4
576,Ploceus melunocephalus,,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_143_1
577,Ploceus superciliosus,,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_143_2
578,Ploceus nigricollis,Ploceus brachypterus,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_143_3
579,Malimbus nitens,,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_143_4
,Malimbus rubricollis,,Ploceidae,TRUE,TRUE,FALSE,FALSE,
580,Malimbus rubriceps,Anaplectes rubriceps,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_143_5
581,Quelea erythraps,,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_144_1
582,Quelea quelea,,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_144_2
583,Euplectes afer,,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_144_3
584,Euplectes ardens,,Ploceidae,FALSE,TRUE,FALSE,TRUE,oiseaux_de_senegambie_Page_144_4
585,Euplectes hordeaceus,,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_144_5
586,Euplectes macrourus,,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_145_1
587,Euplectes orix,Euplectes franciscanus,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_145_2
588,Anomalospiza imberbis,,Viduidae,FALSE,TRUE,FALSE,TRUE,oiseaux_de_senegambie_Page_145_3
589,Bubatornis albirostris,,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_145_4
590,Plocepasser superciliosus,,Passeridae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_145_5
591,Passer domesticus,,Passeridae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_145_6
592,Passer griseus,,Passeridae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_146_1
593,Passer luteus,,Passeridae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_146_2
594,Petronia xanthocollis,Gymnoris pyrgita,Passeridae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_146_3
595,Petronia dentata,,Passeridae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_146_4
596,Sporopipes frontalis,,Ploceidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_146_5
597,Vidua macroura,,Viduidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_146_6
598,Vidua chalybeata,,Viduidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_147_1
,Vidua raricola,,Viduidae,TRUE,TRUE,FALSE,FALSE,
599,Vidua wilsoni,,Viduidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_147_2
600,Vidua orientalis,,Viduidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_147_3
601,Clytospiza dybowskii,Euschistospiza dybowskii,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_147_4
602,Pirenestes osirinus,Pyrenestes sanguineus,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_148_1
603,Nigrita bicolor,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_148_2
604,Spermophaga haematina,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_148_3
605,Nesocharis capistrata,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_148_4
606,Amadina fasciata,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_148_5
607,Pytilia melba,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_148_6
608,Pytilia phoenicoptera,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_149_1
609,Estrilda melpoda,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_149_2
610,Estrilda troglodytes,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_149_3
611,Estriida caerulescens,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_149_4
612,Estrilda bengala,Uraeginthus bengalus,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_149_5
613,Estrilda larvata,Lagonosticta larvata,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_149_6
614,Lagonosticta rufopicia,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_150_1
615,Lagonosticta sencgala,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_150_2
616,Lagonosticta rubricata,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_150_3
617,Lagonosticta rara,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_150_4
618,Amandava subfiava,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_150_5
619,Ortygospiza atricollis,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_150_6
620,Lonchura malabarica,Lonchura cantans,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_151_1
621,Lonechura fringilloides,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_151_2
622,Lonchura bicolor,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_151_3
623,Lonchura cucullata,,Estrildidae,FALSE,FALSE,FALSE,TRUE,oiseaux_de_senegambie_Page_151_4